S_SRNUMBER1,M_RECORD_TYPE,M_RECORD_STATUS,M_CALL_RESULT,CIRCLE,Contacted / Not Contacted,Retained / Not Retained,RetainedCode,REGION,ZONE,Source,CC_REASON,CC_SUBREASON,Customer Segment,Service Segment,Customer Class
83189510,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Ready,Others,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189510,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189516,General,Updated,Stale,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,TITANIUM CC,Shifting,Shifting abroad,Consumer,Platinum,Home
83189676,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Shimoga,Shimoga,Voice Call,Low/No Usage,Excess Line,Consumer,Gold,Home
83189676,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Shimoga,Shimoga,Voice Call,Low/No Usage,Excess Line,Consumer,Gold,Home
83189676,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Shimoga,Shimoga,Voice Call,Low/No Usage,Excess Line,Consumer,Gold,Home
83189768,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Shimoga,Shimoga,Voice Call,Competition,Delay in Fault n Repair,Consumer,GoldNew,Home
83189768,General,Updated,No Answer,Karnataka,Not Contacted,Flow to Field,,Shimoga,Shimoga,Voice Call,Competition,Delay in Fault n Repair,Consumer,GoldNew,Home
83189768,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Shimoga,Shimoga,Voice Call,Competition,Delay in Fault n Repair,Consumer,GoldNew,Home
83189830,General,Updated,Abandoned,Gujarat,Contacted,Retained,,AHMEDABAD,Ahmedabad,AES Email,Static IP Throttling,Not Applicable,Business,Gold,Commercial
83189830,General,Updated,Others,Gujarat,Contacted,Retained,,AHMEDABAD,Ahmedabad,AES Email,Static IP Throttling,Not Applicable,Business,Gold,Commercial
83189830,General,Updated,Others,Gujarat,Contacted,Retained,,AHMEDABAD,Ahmedabad,AES Email,Static IP Throttling,Not Applicable,Business,Gold,Commercial
83189830,General,Updated,Answer,Gujarat,Contacted,Retained,,AHMEDABAD,Ahmedabad,AES Email,Static IP Throttling,Not Applicable,Business,Gold,Commercial
83189830,General,Ready,Others,Gujarat,Contacted,Retained,,AHMEDABAD,Ahmedabad,AES Email,Static IP Throttling,Not Applicable,Business,Gold,Commercial
83189830,General,Updated,Answer,Gujarat,Contacted,Retained,,AHMEDABAD,Ahmedabad,AES Email,Static IP Throttling,Not Applicable,Business,Gold,Commercial
83189884,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,TITANIUM CC,Competition,Higher FUP Speed,Consumer,Platinum,Home
83189912,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Home
83189912,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Home
83189912,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,TITANIUM CC,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Home
83189916,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,AES Email,Low/No Usage,Branch/ Project Closed,Business,Platinum,Micro
83189916,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,AES Email,Low/No Usage,Branch/ Project Closed,Business,Platinum,Micro
83189916,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,AES Email,Low/No Usage,Branch/ Project Closed,Business,Platinum,Micro
83189916,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,AES Email,Low/No Usage,Branch/ Project Closed,Business,Platinum,Micro
83189956,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83189956,General,Updated,Abandoned,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83189962,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Business,GoldNew,Commercial
83189982,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Retention,Low/No Usage,Usage shift to mobile/datacard/4G,Consumer,Platinum,Individual
83190000,Campaign CallBack,Ready,Answer,Kerala,Contacted,Retained,,Ernakulam,Ernakulam,Walkin,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83190032,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83190032,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83190032,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83190032,Campaign CallBack,Updated,Stale,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83190032,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83190056,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE3,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83190134,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Walkin,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83190134,General,Updated,No Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Walkin,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83190134,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Walkin,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83190134,General,Updated,Stale,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Walkin,Low/No Usage,Branch/ Project Closed,Consumer,Gold,Individual
83190156,General,Updated,Answer,Tamilnadu,Contacted,Retained,,MADURAI,Madurai,Walkin,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83190160,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,TITANIUM CC,Low/No Usage,Branch Closed,Business,Platinum,Commercial
83190160,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore North,TITANIUM CC,Low/No Usage,Branch Closed,Business,Platinum,Commercial
83190180,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,TRICHY,Trichy,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83190252,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83190260,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Appellate email,Shifting,Delay in Shifting,Consumer,Platinum,Individual
83190264,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,West Mumbai,Walkin,Low/No Usage,Family member using net has moved out,Consumer,GoldNew,Home
83190274,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83190300,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,MADURAI,Madurai,Walkin,Shifting,Shifting abroad,Consumer,Gold,Individual
83190302,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore East,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Business,GoldNew,Commercial
83190376,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Voice Call,Shifting,Delay in Shifting,Consumer,Platinum,Individual
83190380,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83190380,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83190380,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83190380,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83190380,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83190380,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Shifting to non-wired area,Consumer,Platinum,Home
83190396,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,MADURAI,Madurai,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Individual
83190430,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Commercial
83190430,General,Updated,Abandoned,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Commercial
83190430,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Commercial
83190430,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Commercial
83190430,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Commercial
83190430,General,Ready,Others,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,Walkin,Shifting,Shifting abroad,Consumer,Platinum,Commercial
83190444,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE3,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83190480,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83190480,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83190480,Campaign CallBack,Ready,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83190480,General,Ready,Others,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83190480,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83190480,General,Updated,Dropped on No Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore East,TITANIUM CC,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83190490,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Temporary Requirement,Business,Platinum,Micro
83190490,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Temporary Requirement,Business,Platinum,Micro
83190490,General,Updated,Abandoned,Tamilnadu,Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Temporary Requirement,Business,Platinum,Micro
83190490,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Temporary Requirement,Business,Platinum,Micro
83190566,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,TITANIUM CC,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83190566,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,TITANIUM CC,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83190582,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,TITANIUM CC,Shifting,Already taken a competition connection,Consumer,Platinum,Individual
83190582,General,Updated,SIT RO,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,TITANIUM CC,Shifting,Already taken a competition connection,Consumer,Platinum,Individual
83190608,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83190608,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83190608,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83190608,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83190608,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83190646,General,Updated,Answer,Tamilnadu,Contacted,Retained,,MADURAI,Madurai,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Gold,Individual
83190702,General,Updated,Abandoned,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83190702,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83190702,General,Updated,Abandoned,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83190702,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83190702,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Walkin,Low/No Usage,Branch Closed,Consumer,GoldNew,Individual
83190706,General,Updated,Dropped on No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE2,Walkin,Shifting,Shifting abroad,Consumer,Gold,Individual
83190862,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83190862,General,Updated,Stale,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83190940,General,Updated,No Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,Customer doesn?t want to shift due to plan change,Consumer,Platinum,Individual
83190940,Campaign CallBack,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,Customer doesn?t want to shift due to plan change,Consumer,Platinum,Individual
83190940,Campaign CallBack,Ready,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,Customer doesn?t want to shift due to plan change,Consumer,Platinum,Individual
83190940,General,Updated,Answer,Karnataka,Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,Customer doesn?t want to shift due to plan change,Consumer,Platinum,Individual
83190954,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83190988,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Shifting Rejects,Shifting,Customer doesn?t want to shift due to plan change,Consumer,GoldNew,Individual
83190992,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Appellate email,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
83190992,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Appellate email,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
83190992,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Appellate email,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
83190992,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,MADURAI,Madurai,Appellate email,Low/No Usage,Temporary Requirement,Consumer,Gold,Home
